[2023-10-06 21:47:43,716] 5 root - INFO - Loading Enviroment Variables ...
[2023-10-06 21:48:16,271] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,323] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,373] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,430] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,486] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,540] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,600] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,646] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,684] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,714] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,742] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,771] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,794] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,815] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,840] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,899] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:16,958] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,019] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,079] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,140] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,209] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,272] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,342] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,410] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,481] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,527] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,592] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,642] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,692] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,734] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,805] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,860] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,929] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:17,973] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,023] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,078] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,134] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,201] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,274] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,339] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,400] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,461] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,518] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,572] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,625] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,669] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,717] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,778] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,800] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,867] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:18,933] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,001] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,072] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,146] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,217] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,282] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,348] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,402] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,448] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,498] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,551] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,618] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,674] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,721] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,775] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,817] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,868] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:19,943] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,001] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,055] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,096] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,138] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,181] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,223] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,267] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,310] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,368] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,419] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,490] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,556] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,623] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,671] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,723] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,792] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,862] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:20,928] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,000] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,059] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,120] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,167] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,222] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,293] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,366] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,423] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,482] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,542] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,607] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,674] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,733] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,791] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,856] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,911] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:21,963] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:22,012] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:22,061] 68 root - INFO - Running Kologomorov-Smirnov Test to Check If data belong to the same distribution
[2023-10-06 21:48:22,107] 110 root - INFO - Generating Validation Reports
[2023-10-06 21:48:22,107] 22 root - INFO - Error Occured in Python Script:[C:\Users\nikhi\sensor-fault-classifier\src\components\data_validation.py], LineNumber: [111], Error Message:[name 'validation_error' is not defined]
